province;red;green;blue;name;x;color_hexa
652;93;56;128;Maguindanae;x;#5D3880
653;221;58;192;Tagoloan;x;#DD3AC0
654;93;60;255;Samar;x;#5D3CFF
655;221;62;0;Palawan;x;#DD3E00
656;93;64;64;Manila;x;#5D4040
657;221;66;128;Samtoy;x;#DD4280
658;94;68;192;Cagayan;x;#5E44C0
659;222;70;255;Riau;x;#DE46FF
660;94;72;0;Xishuan Banna;x;#5E4800
661;222;74;64;Dali;x;#DE4A40
662;94;76;128;Yunnan;x;#5E4C80
663;222;78;192;Wenshan;x;#DE4EC0
664;94;80;255;Guangxi;x;#5E50FF
665;223;82;0;XXX;x;#DF5200
666;95;84;64;Hainan;x;#5F5440
667;223;86;128;Guangzhou;x;#DF5680
668;95;88;192;Macau;x;#5F58C0
669;223;90;255;Fuzhou;x;#DF5AFF
670;95;92;0;Ganzhou;x;#5F5C00
671;223;94;64;Changsha;x;#DF5E40
672;96;96;128;Chenzhou;x;#606080
673;224;98;192;Bozhou;x;#E062C0
674;96;100;255;Guiyang;x;#6064FF
675;224;102;0;Liangshan;x;#E06600
676;96;104;64;U-Tsang;x;#606840
677;224;106;128;Qamdo;x;#E06A80
678;96;108;192;Kham;x;#606CC0
679;225;110;255;Sichuan Pendi;x;#E16EFF
680;97;112;0;Shenquing;x;#617000
681;225;114;64;Yichuan;x;#E17240
682;97;116;128;Hanyang;x;#617480
683;225;118;192;Nanchang;x;#E176C0
684;97;120;255;Hangzhou;x;#6178FF
685;225;122;0;Huai'an;x;#E17A00
686;98;124;64;Anqing;x;#627C40
687;226;126;128;Running;x;#E27E80
688;98;128;192;Kaifeng;x;#6280C0
689;226;130;255;Fengyuan;x;#E282FF
690;98;132;0;Shandong Bandao;x;#628400
691;226;134;64;Jinan;x;#E28640
692;98;136;128;Handan;x;#628880
693;227;138;192;Sanguan;x;#E38AC0
694;99;140;255;Changzhi;x;#638CFF
695;227;142;0;Beijing;x;#E38E00
696;99;144;64;Xuan Fu;x;#639040
697;227;146;128;Datong;x;#E39280
698;99;148;192;Guyuan;x;#6394C0
699;227;150;255;Lanzhou;x;#E396FF
700;100;152;0;Shaanxi;x;#649800
701;228;154;64;Ordos;x;#E49A40
702;100;156;128;Ulaanchab;x;#649C80
703;228;158;192;Chengde;x;#E49EC0
704;100;32;255;Liaoxi;x;#6420FF
705;228;34;0;Dangla;x;#E42200
706;100;36;64;Amdo;x;#642440
707;229;38;128;Yumen;x;#E52680
708;101;40;192;Gansu;x;#6528C0
709;229;42;255;Ningxia;x;#E52AFF
710;101;44;0;Hotan;x;#652C00
711;229;46;64;Qarqan;x;#E52E40
712;101;48;128;Uighuristan;x;#653080
713;229;50;192;Kuruk Tag;x;#E532C0
714;102;52;255;Dzungaria;x;#6634FF
715;230;54;0;Urumqi;x;#E63600
716;102;56;64;Tannu Tuva;x;#663840
717;230;58;128;Selenge;x;#E63A80
718;102;60;192;Govi Altay;x;#663CC0
719;230;62;255;Khangai;x;#E63EFF
720;102;64;0;Dorno Govi;x;#664000
721;231;66;64;Dornod;x;#E74240
722;103;68;128;Chahar;x;#674480
723;231;70;192;Xilin Gol;x;#E746C0
724;103;72;255;Yakesa;x;#6748FF
725;231;74;0;Hinggan;x;#E74A00
726;103;76;64;Liaodong;x;#674C40
727;231;78;128;Heilongjiang;x;#E74E80
728;104;80;192;Sanxing;x;#6850C0
729;232;82;255;Wusuli;x;#E852FF
730;104;84;0;Haixi;x;#685400
731;232;86;64;Ninguta;x;#E85640
732;104;88;128;Hamheung;x;#685880
733;232;90;192;Hwangju;x;#E85AC0
734;104;92;255;Gangwon;x;#685CFF
735;153;134;173;Hanseong;x;#9986AD
736;217;164;164;Sangju;x;#D9A4A4
737;233;98;128;Jeonju;x;#E96280
738;105;100;192;Taiwan;x;#6964C0
739;233;102;255;Kashgar;x;#E966FF
740;105;104;0;Chanderi;x;#696800
741;233;106;64;Cumana;x;#E96A40
742;106;108;128;Guayana;x;#6A6C80
743;234;110;192;Essequibo;x;#EA6EC0
744;106;112;255;Demerara;x;#6A70FF
745;234;114;0;Paramaribo;x;#EA7200
746;106;116;64;Cayenne;x;#6A7440
747;234;118;128;Tucujulandia;x;#EA7680
748;106;120;192;Grao Para;x;#6A78C0
749;235;122;255;Maranhao;x;#EB7AFF
750;107;124;0;Crato;x;#6B7C00
751;235;126;64;Ceara;x;#EB7E40
752;107;128;128;Oeiras;x;#6B8080
753;235;130;192;Rio Grande;x;#EB82C0
754;107;132;255;Itamaraca;x;#6B84FF
755;235;134;0;Pernambuco;x;#EB8600
756;108;136;64;Bahia;x;#6C8840
757;236;138;128;Ilheus;x;#EC8A80
758;108;140;192;Goias;x;#6C8CC0
759;236;142;255;Diamantina;x;#EC8EFF
760;108;144;0;Porto Seguro;x;#6C9000
761;236;146;64;Espirito Santo;x;#EC9240
762;108;148;128;Sao Tome;x;#6C9480
763;237;150;192;Rio de Janeiro;x;#ED96C0
764;109;152;255;Santo Amaro;x;#6D98FF
765;237;154;0;Santa Luzia;x;#ED9A00
766;109;156;64;Sao Vicente;x;#6D9C40
767;237;158;128;Wystruc;x;#ED9E80
768;109;32;192;Guayra;x;#6D20C0
769;237;34;255;Curitiba;x;#ED22FF
770;110;36;0;Braslaw;x;#6E2400
771;238;38;64;Vitebsk;x;#EE2640
772;110;40;128;Uruguay;x;#6E2880
773;238;42;192;Banda Oriente;x;#EE2AC0
774;110;44;255;Al Junaynah;x;#6E2CFF
775;238;46;0;Asuncion;x;#EE2E00
776;110;48;64;Itenines;x;#6E3040
777;239;50;128;Parana;x;#EF3280
778;111;52;192;Rio de la Plata;x;#6F34C0
779;239;54;255;Tandil;x;#EF36FF
780;111;56;0;Candelaria Patagones;x;#6F3800
781;239;58;64;Puerto Desaedo;x;#EF3A40
782;111;60;128;Tierra del Fuego;x;#6F3C80
783;239;62;192;Alacaluf;x;#EF3EC0
784;112;64;255;Huillimapu;x;#7040FF
785;240;66;0;Pehuenmapu;x;#F04200
786;112;68;64;Carmen Patagones;x;#704440
787;240;70;128;Pincunmapu;x;#F04680
788;112;72;192;Angoche;x;#7048C0
789;240;74;255;Mtetwa;x;#F04AFF
790;112;76;0;Chaco Austral;x;#704C00
791;241;78;64;Catamarca;x;#F14E40
792;113;80;128;Copiapo;x;#715080
793;241;82;192;Atacama;x;#F152C0
794;113;84;255;Jujuy;x;#7154FF
795;241;86;0;Potosi;x;#F15600
796;113;88;64;Arica;x;#715840
797;241;90;128;Oruro;x;#F15A80
798;215;191;212;Mbwila;x;#D7BFD4
799;242;94;255;Chaco Boreal;x;#F25EFF
800;114;96;0;Chiquitos;x;#726000
801;242;98;64;Caranga;x;#F26240
802;114;100;128;Chuquiabo;x;#726480
803;242;102;192;Moxos;x;#F266C0
804;114;104;255;Puno;x;#7268FF
805;243;106;0;Arequipa;x;#F36A00
806;115;108;64;Nazca;x;#736C40
807;243;110;128;Huamanga;x;#F36E80
808;115;112;192;Cuzco;x;#7370C0
809;243;114;255;Lima;x;#F372FF
810;115;116;0;Huancavelica;x;#737400
811;243;118;64;Tarma;x;#F37640
812;116;120;128;Chanchan;x;#747880
813;244;122;192;Cajamarca;x;#F47AC0
814;116;124;255;Huanuco;x;#747CFF
815;244;126;0;Maynas;x;#F47E00
816;116;128;64;Tumbes;x;#748040
817;244;130;128;Cuenca;x;#F48280
818;116;132;192;Canelos;x;#7484C0
819;245;134;255;Guayaquil;x;#F586FF
820;117;136;0;Quito;x;#758800
821;245;138;64;Quijos;x;#F58A40
822;117;140;128;Caqueta;x;#758C80
823;245;142;192;Cauca;x;#F58EC0
824;117;144;255;Mariquita;x;#7590FF
825;245;146;0;Bogota;x;#F59200
826;118;148;64;Choco;x;#769440
827;246;150;128;Antioquía;x;#F69680
828;118;152;192;Cartagena;x;#7698C0
829;246;154;255;Magdalena;x;#F69AFF
830;118;156;0;Maracaibo;x;#769C00
831;246;158;64;Caracas;x;#F69E40
832;118;32;128;Chiancon;x;#762080
833;247;34;192;Graaff-Reinet;x;#F722C0
834;119;36;255;Barinas;x;#7724FF
835;128;34;79;Panama;x;#80224F
836;0;36;126;Chorotega;x;#00247E
837;128;38;173;Nicaragua;x;#8026AD
838;0;40;32;Mosquito;x;#002820
839;128;42;79;Pipil;x;#802A4F
840;0;44;126;Honduras;x;#002C7E
841;129;46;173;Guatemala;x;#812EAD
842;1;48;32;Petén;x;#013020
843;129;50;79;Belize;x;#81324F
844;1;52;126;Zapotec;x;#01347E
845;129;54;173;Campeche;x;#8136AD
846;1;56;32;Yucatan;x;#013820
847;129;58;79;Mixtec;x;#813A4F
848;2;60;126;Tohancapan;x;#023C7E
849;130;62;173;Tlapanec;x;#823EAD
850;2;64;32;Tlaxcala;x;#024020
851;130;66;79;Tarasco;x;#82424F
852;2;68;126;Mexico;x;#02447E
853;130;70;173;Huastec;x;#8246AD
854;2;72;32;Sayultecas;x;#024820
855;131;74;79;Huichol;x;#834A4F
856;3;76;126;Zacatecas;x;#034C7E
857;131;78;173;Guachichil;x;#834EAD
858;3;80;32;Tamaulipas;x;#035020
859;131;82;79;Sinaloa;x;#83524F
860;3;84;126;Tepehuan;x;#03547E
861;131;86;173;Coahuila;x;#8356AD
862;4;88;32;Yaqui;x;#045820
863;132;90;79;Suma;x;#845A4F
864;4;92;126;Concho;x;#045C7E
865;132;94;173;Cochimi;x;#845EAD
866;4;96;32;Guaycura;x;#046020
867;132;98;79;Mojave;x;#84624F
868;4;100;126;Chumash;x;#04647E
869;133;102;173;Salinan;x;#8566AD
870;5;104;32;Yorkuts;x;#056820
871;133;106;79;Pomo;x;#856A4F
872;5;108;126;Kalapuya;x;#056C7E
873;133;110;173;Chinook;x;#856EAD
874;5;112;32;Salish;x;#057020
875;133;114;79;Canyon;x;#85724F
876;6;116;126;Yavapai;x;#06747E
877;134;118;173;Pima;x;#8676AD
878;6;120;32;Navajo;x;#067820
879;134;122;79;Apache;x;#867A4F
880;6;124;126;Pueblo;x;#067C7E
881;134;126;173;Piro;x;#867EAD
882;6;128;32;Mescalero;x;#068020
883;135;130;79;Lipan;x;#87824F
884;7;132;126;Karankawa;x;#07847E
885;135;134;173;Comanche;x;#8786AD
886;7;136;32;Waco;x;#078820
887;135;138;79;Tonkawa;x;#878A4F
888;7;140;126;Atakapa;x;#078C7E
889;135;142;173;Arapaho;x;#878EAD
890;8;144;32;Kiowa;x;#089020
891;136;146;79;Jicarilla;x;#88924F
892;8;148;126;Wichita;x;#08947E
893;136;150;173;Chitimacha;x;#8896AD
894;8;152;32;Caddo;x;#089820
895;136;154;79;Arkansas;x;#889A4F
896;8;156;126;Ozark;x;#089C7E
897;137;158;173;Quapaw;x;#899EAD
898;9;32;32;Kansas;x;#092020
899;137;34;79;Osage;x;#89224F
900;9;36;126;Tamaroa;x;#09247E
901;137;38;173;Pawnee;x;#8926AD
902;9;40;32;Missouri;x;#092820
903;137;42;79;Omaha;x;#892A4F
904;10;44;126;Nakota;x;#0A2C7E
905;138;46;173;Iowa;x;#8A2EAD
906;10;48;32;Lakota;x;#0A3020
907;138;50;79;Dakota;x;#8A324F
908;10;52;126;Minnesota;x;#0A347E
909;138;54;173;Mandan;x;#8A36AD
910;10;56;32;Chippewa;x;#0A3820
911;139;58;79;Menominee;x;#8B3A4F
912;11;60;126;Sauk;x;#0B3C7E
913;139;62;173;Fox;x;#8B3EAD
914;11;64;32;Winnebago;x;#0B4020
915;139;66;79;Illinois;x;#8B424F
916;11;68;126;Kaskaskia;x;#0B447E
917;139;70;173;Cahokia;x;#8B46AD
918;12;72;32;Tennessee;x;#0C4820
919;140;74;79;Chickasaw;x;#8C4A4F
920;12;76;126;Choctaw;x;#0C4C7E
921;140;78;173;Bayougoula;x;#8C4EAD
922;12;80;32;Mobile;x;#0C5020
923;140;82;79;Pensacola;x;#8C524F
924;12;84;126;Alabama;x;#0C547E
925;141;86;173;Tuskegee;x;#8D56AD
926;13;88;32;Seminole;x;#0D5820
927;141;90;79;Timucua;x;#8D5A4F
928;13;92;126;Apalachee;x;#0D5C7E
929;141;94;173;Muskogee;x;#8D5EAD
930;13;96;32;Yamasee;x;#0D6020
931;141;98;79;Chiaha;x;#8D624F
932;14;100;126;Santee;x;#0E647E
933;142;102;173;Catawba;x;#8E66AD
934;14;104;32;Shawnee;x;#0E6820
935;142;106;79;Cherokee;x;#8E6A4F
936;14;108;126;Cheraw;x;#0E6C7E
937;142;110;173;Tuscarora;x;#8E6EAD
938;14;112;32;Pamlico;x;#0E7020
939;143;114;79;Pennyrile;x;#8F724F
940;15;116;126;Kentucky;x;#0F747E
941;143;118;173;Cumberland;x;#8F76AD
942;15;120;32;Wea;x;#0F7820
943;143;122;79;Miami;x;#8F7A4F
944;15;124;126;Potawatomi;x;#0F7C7E
945;143;126;173;Michigan;x;#8F7EAD
946;16;128;32;Wyandot;x;#108020
947;144;130;79;Erie;x;#90824F
948;16;132;126;Ohio;x;#10847E
949;144;134;173;Monacan;x;#9086AD
950;16;136;32;Powhatan;x;#108820
951;144;138;79;Kanawha;x;#908A4F
952;16;140;126;Manahoac;x;#108C7E
953;145;142;173;Conoy;x;#918EAD
954;17;144;32;Allegheny;x;#119020
955;145;146;79;Susquehanna;x;#91924F
956;17;148;126;Lenape;x;#11947E
957;145;150;173;Delaware;x;#9196AD
958;17;152;32;Seneca;x;#119820
959;145;154;79;Cayuga;x;#919A4F
960;18;156;126;Onondaga;x;#129C7E
961;146;158;173;Oneida;x;#929EAD
962;18;32;32;Unami;x;#122020
963;146;34;79;Mahican;x;#92224F
964;18;36;126;Mohawk;x;#12247E
965;146;38;173;Manhattan;x;#9226AD
966;18;40;32;Connecticut;x;#122820
967;147;42;79;Narraganset;x;#932A4F
968;19;44;126;Massachusetts;x;#132C7E
969;147;46;173;Pocumtuk;x;#932EAD
970;19;48;32;Pennacook;x;#133020
971;147;50;79;Abnaki;x;#93324F
972;19;52;126;Nootka;x;#13347E
973;147;54;173;Squamish;x;#9336AD
974;20;56;32;Kwakiutl;x;#143820
975;148;58;79;Tsimshian;x;#943A4F
976;20;60;126;Tlingit;x;#143C7E
977;148;62;173;Yakutat;x;#943EAD
978;20;64;32;Kenai;x;#144020
979;148;66;79;Aleut;x;#94424F
980;20;68;126;Beothuk;x;#14447E
981;149;70;173;Taqamkuk;x;#9546AD
982;21;72;32;Unamakik;x;#154820
983;149;74;79;Epekwitk;x;#954A4F
984;21;76;126;Acadia;x;#154C7E
985;149;78;173;Micmac;x;#954EAD
986;21;80;32;Kespek;x;#155020
987;149;82;79;Niagara;x;#95524F
988;22;84;126;Huron;x;#16547E
989;150;86;173;Ontario;x;#9656AD
990;22;88;32;Kwedech;x;#165820
991;150;90;79;Ottawa;x;#965A4F
992;22;92;126;Algonquin;x;#165C7E
993;150;94;173;Hochelega;x;#965EAD
994;22;96;32;Stadacona;x;#166020
995;151;98;79;Atiamekw;x;#97624F
996;23;100;126;Innu;x;#17647E
997;151;102;173;Labrador;x;#9766AD
998;23;104;32;Ungava;x;#176820
999;151;106;79;Nunavik;x;#976A4F
1000;23;108;126;Cree;x;#176C7E
1001;151;110;173;Sault;x;#976EAD
1002;24;112;32;Abitbi;x;#187020
1003;152;114;79;Moose Cree;x;#98724F
1004;24;116;126;Attawapiskat;x;#18747E
1005;152;118;173;Swampy Cree;x;#9876AD
1006;24;120;32;Chipewyan;x;#187820
1007;152;122;79;Ojibwa;x;#987A4F
1008;24;124;126;Winnipeg;x;#187C7E
1009;153;126;173;Atikaki;x;#997EAD
1010;25;128;32;Manitoba;x;#198020
1011;153;130;79;Woods Cree;x;#99824F
1012;25;132;126;Satsuma;x;#19847E
1013;233;94;0;Cheongju;x;#E95E00
1014;25;136;32;Bungo;x;#198820
1015;153;138;79;Okinawa;x;#998A4F
1016;26;140;126;Nghe An;x;#1A8C7E
1017;154;142;173;Suo;x;#9A8EAD
1018;26;144;32;Izumo;x;#1A9020
1019;154;146;79;Harima;x;#9A924F
1020;26;148;126;Kyoto;x;#1A947E
1021;154;150;173;Settsu;x;#9A96AD
1022;26;152;32;Amaravati;x;#1A9820
1023;155;154;79;Echizen;x;#9B9A4F
1024;27;156;126;Echigo;x;#1B9C7E
1025;155;158;173;Dewa;x;#9B9EAD
1026;27;32;32;Mutsu;x;#1B2020
1027;155;34;79;Hitachi;x;#9B224F
1028;27;36;126;Musashi;x;#1B247E
1029;155;38;173;Kai;x;#9B26AD
1030;28;40;32;Owari;x;#1C2820
1031;156;42;79;Kamikawa;x;#9C2A4F
1032;28;44;126;Kurils;x;#1C2C7E
1033;156;46;173;Sakhalin;x;#9C2EAD
1034;28;48;32;Kamchatka;x;#1C3020
1035;156;50;79;Penchisky;x;#9C324F
1036;28;52;126;Podzhiversk;x;#1C347E
1037;157;54;173;Nizhe-Kolymsk;x;#9D36AD
1038;29;56;32;Anadyrsk;x;#1D3820
1039;157;58;79;Verkhoyansk;x;#9D3A4F
1040;29;254;126;Suntar Khayat;x;#1DFE7E
1041;157;62;173;Gizhiga;x;#9D3EAD
1042;29;64;32;Kamnuskoye;x;#1D4020
1043;157;66;79;Okhotsk;x;#9D424F
1044;30;68;126;Tauisk;x;#1E447E
1045;158;70;173;Yakutsk;x;#9E46AD
1046;30;243;32;Butalsk;x;#1EF320
1047;158;174;79;Jugjur;x;#9EAE4F
1048;30;76;126;Udskoye;x;#1E4C7E
1049;158;78;173;Saghalian Oula;x;#9E4EAD
1050;30;80;32;Deren;x;#1E5020
1051;159;82;79;Uchurskoye;x;#9F524F
1052;31;84;126;Verkohzehkoye;x;#1F547E
1053;159;86;173;Albazinsky;x;#9F56AD
1054;31;88;32;Ilimsk;x;#1F5820
1055;159;90;79;Verkne-Angarsky;x;#9F5A4F
1056;31;92;126;Barguzinsky;x;#1F5C7E
1057;159;94;173;Udinsky;x;#9F5EAD
1058;32;96;32;Nerchinsky;x;#206020
1059;160;98;79;Bratsk;x;#A0624F
1060;32;100;126;Irkutsk;x;#20647E
1061;160;102;173;Yeniseysk;x;#A066AD
1062;32;104;32;Kachinsk;x;#206820
1063;160;106;79;Sayan;x;#A06A4F
1064;32;108;126;Tomsk;x;#206C7E
1065;161;110;173;Kuznetsk;x;#A16EAD
1066;33;112;32;Altai;x;#217020
1067;161;114;79;Narym;x;#A1724F
1068;33;116;126;Pegaya Orda;x;#21747E
1069;161;118;173;Surgut;x;#A176AD
1070;33;120;32;Koda;x;#217820
1071;161;122;79;Tara;x;#A17A4F
1072;34;124;126;Obdorsk;x;#227C7E
1073;162;226;173;Berezov;x;#A2E2AD
1074;34;228;32;Sibir;x;#22E420
1075;162;130;79;Tyumen;x;#A2824F
1076;34;132;126;Kurgan;x;#22847E
1077;162;134;173;Solikamsk;x;#A286AD
1078;34;136;32;Middle Urals;x;#228820
1079;163;138;79;Viatka;x;#A38A4F
1080;35;140;126;North Urals;x;#238C7E
1081;163;142;173;Simbirsk;x;#A38EAD
1082;35;144;32;Kazan;x;#239020
1083;163;146;79;Zavolochye;x;#A3924F
1084;35;148;126;Wadjuk;x;#23947E
1085;163;150;173;Paredarerme;x;#A396AD
1086;36;152;32;Kaurna;x;#249820
1087;164;154;79;Woiworung;x;#A49A4F
1088;36;156;126;Wergaia;x;#249C7E
1089;164;158;173;Wiradjuri;x;#A49EAD
1090;36;232;32;Eora;x;#24E820
1091;164;34;79;Kamilaroi;x;#A4224F
1092;36;36;126;Bundjalung;x;#24247E
1093;165;38;173;Barunggam;x;#A526AD
1094;37;240;32;Gubbi Gubbi;x;#25F020
1095;165;42;79;Falklands;x;#A52A4F
1096;37;44;126;Cape Verde;x;#252C7E
1097;165;46;173;Fernando Po;x;#A52EAD
1098;37;248;32;St. Helena;x;#25F820
1099;165;50;79;Socotra;x;#A5324F
1100;38;52;126;Mahe;x;#26347E
1101;166;54;173;Diego Garcia;x;#A636AD
1102;38;247;32;Mauritius;x;#26F720
1103;166;58;79;Bourbon;x;#A63A4F
1104;38;60;126;Eiriksfjord;x;#263C7E
1105;166;62;173;Vestbygden;x;#A63EAD
1106;38;164;32;Whangarei;x;#26A420
1107;167;66;79;Taranaki;x;#A7424F
1108;39;68;126;Wairoa;x;#27447E
1109;167;70;173;Timaru;x;#A746AD
1110;39;72;32;Rio de Oro;x;#274820
1111;167;74;79;Arguin;x;#A74A4F
1112;39;76;126;Trarza;x;#274C7E
1113;167;78;173;Cayor;x;#A74EAD
1114;40;80;32;Gabu;x;#285020
1115;168;82;79;Brakna;x;#A8524F
1116;40;84;126;Wolof;x;#28547E
1117;168;86;173;Futa Jallon;x;#A856AD
1118;40;88;32;Sierra Leone;x;#285820
1119;168;90;79;Grain Coast;x;#A85A4F
1120;40;92;126;Bambuk;x;#285C7E
1121;169;94;173;Bure;x;#A95EAD
1122;41;96;32;Konian;x;#296020
1123;169;98;79;Segu;x;#A9624F
1124;41;100;126;Wasuju;x;#29647E
1125;169;102;173;Worodugu;x;#A966AD
1126;41;104;32;Ivory Coast;x;#296820
1127;169;106;79;Tuat;x;#A96A4F
1128;42;108;126;Taodeni;x;#2A6C7E
1129;170;110;173;Azawadd;x;#AA6EAD
1130;42;112;32;Tadimekket;x;#2A7020
1131;170;114;79;Massina;x;#AA724F
1132;42;116;126;Timbuktu;x;#2A747E
1133;170;118;173;Gao;x;#AA76AD
1134;42;120;32;Jenne;x;#2A7820
1135;171;122;79;Yatenga;x;#AB7A4F
1136;43;124;126;Gurma;x;#2B7C7E
1137;171;126;173;Wagadugi;x;#AB7EAD
1138;43;128;32;Kumasi;x;#2B8020
1139;171;130;79;Gold Coast;x;#AB824F
1140;43;132;126;Abomey;x;#2B847E
1141;171;134;173;Whydah;x;#AB86AD
1142;44;136;32;Dendi;x;#2C8820
1143;172;138;79;Borgu;x;#AC8A4F
1144;44;140;126;Oyo;x;#2C8C7E
1145;172;142;173;Nupe;x;#AC8EAD
1146;44;144;32;Ife;x;#2C9020
1147;172;146;79;Benin;x;#AC924F
1148;44;148;126;Gobir;x;#2C947E
1149;173;150;173;Katsina;x;#AD96AD
1150;45;152;32;Zamfara;x;#2D9820
1151;173;154;79;Bonny;x;#AD9A4F
1152;45;156;126;Idah;x;#2D9C7E
1153;173;158;173;Pindinga;x;#AD9EAD
1154;45;32;32;Zazzau;x;#2D2020
1155;173;34;79;Kano;x;#AD224F
1156;46;36;126;Damagaram;x;#2E247E
1157;174;38;173;Damasak;x;#AE26AD
1158;46;40;32;Kanem;x;#2E2820
1159;174;42;79;Bagirmi;x;#AE2A4F
1160;46;44;126;Bornu;x;#2E2C7E
1161;174;246;173;Bauchi;x;#AEF6AD
1162;46;48;32;Wukari;x;#2E3020
1163;175;50;79;Calabar;x;#AF324F
1164;47;52;126;Cameroon;x;#2F347E
1165;175;54;173;Gabon;x;#AF36AD
1166;47;236;32;Loango;x;#2FEC20
1167;175;58;79;Luanda;x;#AF3A4F
1168;206;217;77;Nsoyo;x;#CED94D
1169;175;62;173;Mayombe;x;#AF3EAD
1170;48;64;32;Kongo;x;#304020
1171;176;66;79;Ndongo;x;#B0424F
1172;48;68;126;Benguela;x;#30447E
1173;176;70;173;Namibia;x;#B046AD
1174;48;172;32;Angra Pequena;x;#30AC20
1175;176;74;79;Lesser Namaqualand;x;#B04A4F
1176;48;76;126;Roggeveld;x;#304C7E
1177;177;78;173;Cape;x;#B14EAD
1178;49;80;32;Great Karoo;x;#315020
1179;177;82;79;Swellendam;x;#B1524F
1180;49;84;126;Transkei;x;#31547E
1181;177;86;173;Natal;x;#B156AD
1182;49;88;32;Delagoa Bay;x;#315820
1183;177;90;79;Inhambane;x;#B15A4F
1184;50;92;126;Zimbabwe;x;#325C7E
1185;178;94;173;Uteve;x;#B25EAD
1186;50;96;32;Sofala;x;#326020
1187;178;98;79;Urungwe;x;#B2624F
1188;50;100;126;Tete;x;#32647E
1189;178;202;173;Barwe;x;#B2CAAD
1190;50;104;32;Zumbo;x;#326820
1191;179;106;79;Sena;x;#B36A4F
1192;51;108;126;Quelimane;x;#336C7E
1193;179;110;173;Menabe;x;#B36EAD
1194;51;212;32;Besalampy;x;#33D420
1195;179;114;79;Mozambique;x;#B3724F
1196;51;116;126;Kilwa;x;#33747E
1197;179;118;173;Ujiji;x;#B376AD
1198;52;120;32;Tabora;x;#347820
1199;180;122;79;Bagamoyo;x;#B47A4F
1200;52;124;126;Tanga;x;#347C7E
1201;180;126;173;Zanzibar;x;#B47EAD
1202;52;128;32;Mombasa;x;#348020
1203;180;130;79;Malindi;x;#B4824F
1204;52;132;126;Chisimayo;x;#34847E
1205;181;134;173;Mogadishu;x;#B586AD
1206;53;136;32;Mayertern;x;#358820
1207;181;138;79;Ogaden;x;#B58A4F
1208;53;140;126;Haud;x;#358C7E
1209;181;142;173;Berbera;x;#B58EAD
1210;53;144;32;Ifat;x;#359020
1211;181;146;79;Harer;x;#B5924F
1212;54;148;126;Zeila;x;#36947E
1213;182;150;173;Shoa;x;#B696AD
1214;54;152;32;Awsa;x;#369820
1215;182;154;79;Tajura;x;#B69A4F
1216;54;156;126;Dar Nuba;x;#369C7E
1217;182;158;173;Fazughli;x;#B69EAD
1218;54;32;32;Kefa;x;#362020
1219;183;34;79;Kordofan;x;#B7224F
1220;55;36;126;Dar Ja'al;x;#37247E
1221;183;38;173;Taqali;x;#B726AD
1222;55;40;32;Gezira;x;#372820
1223;183;42;79;Gojjam;x;#B72A4F
1224;55;44;126;Gonder;x;#372C7E
1225;183;246;173;Butana;x;#B7F6AD
1226;56;48;32;Taka;x;#383020
1227;184;50;79;Tigre;x;#B8324F
1228;56;252;126;Dongola;x;#38FC7E
1229;184;54;173;Berber;x;#B836AD
1230;56;56;32;Massawa;x;#383820
1231;184;58;79;Aswan;x;#B83A4F
1232;56;60;126;Suakin;x;#383C7E
1233;185;62;173;Kharga;x;#B93EAD
1234;57;164;32;Qasr Ibrim;x;#39A420
1235;185;66;79;Guam;x;#B9424F
1236;57;68;126;Rabaul;x;#39447E
1237;185;70;173;Papua;x;#B946AD
1238;57;172;32;Solomon Islands;x;#39AC20
1239;185;74;79;Vanuatu;x;#B94A4F
1240;58;76;126;Hawaii;x;#3A4C7E
1241;186;78;173;Kiribati;x;#BA4EAD
1242;58;180;32;Fiji;x;#3AB420
1243;186;82;79;Samoa;x;#BA524F
1244;58;84;126;Tahiti;x;#3A547E
1245;186;86;173;Irian;x;#BA56AD
1246;58;188;32;Aorangi;x;#3ABC20
1247;187;90;79;Corsica;x;#BB5A4F
1248;59;92;126;Maldives;x;#3B5C7E
1249;187;94;173;Yola;x;#BB5EAD
1250;1;200;200;Vänern;x;#01C8C8
1251;2;200;250;Vättern;x;#02C8FA
1252;3;220;250;Gulf of Bothnia;x;#03DCFA
1253;4;250;250;Ålands Hav;x;#04FAFA
1254;5;200;200;Gulf of Finland;x;#05C8C8
1255;6;200;250;Western Baltic Sea;x;#06C8FA
1256;7;220;250;Gulf of Riga;x;#07DCFA
1257;8;250;250;Southern Baltic Sea;x;#08FAFA
1258;9;200;200;Öresund;x;#09C8C8
1259;10;200;250;Kattegat;x;#0AC8FA
1260;11;220;250;Peipsi Järv;x;#0BDCFA
1261;12;250;250;Ladoga;x;#0CFAFA
1262;13;200;200;Onega;x;#0DC8C8
1263;14;200;250;Barents Sea;x;#0EC8FA
1264;15;220;250;Lofoten Sea;x;#0FDCFA
1265;16;250;250;Northern Norwegian Sea;x;#10FAFA
1266;17;200;200;Southern Norwegian Sea;x;#11C8C8
1267;18;200;250;Skagerrack;x;#12C8FA
1268;19;220;250;Helgoland Bight;x;#13DCFA
1269;20;250;250;Coast of Holland;x;#14FAFA
1270;21;200;200;Dogger Bank;x;#15C8C8
1271;22;200;250;Straits of Dover;x;#16C8FA
1272;23;220;250;The Channel;x;#17DCFA
1273;224;123;123;Taveta;x;#E07B7B
